사업장명,업종분류,서비스명,서비스아이디(ID),인허가일자,영업상태,소재지전화,구우편번호,주소,도로명우편번호,도로명주소,경도,위도,대표메뉴,영업시간
라온카페,카페,휴게음식점,07_24_05_P,2018-05-21,Y,,702-863,대구광역시 북구 태전동 206-10번지 태전역 더 뉴클래스 ,41458,"대구광역시 북구 태전로 1, 101동 1층 104호 (태전동, 태전역 더 뉴클래스)",128.5455611,35.92014903,아메리카노,매일 10:00 - 21:00
카페데일리,카페,휴게음식점,07_24_05_P,2017-04-20,Y,0507-1417-7506,702-310,대구광역시 북구 사수동 833번지 ,41599,"대구광역시 북구 한강로 17, 1층 114호 (사수동, 서한이다음아파트상가)",128.5112982,35.89799016,아메리카노,평일 07:00 - 00:00 일요일휴무
콤마위치,카페,휴게음식점,07_24_05_P,2017-04-20,Y,0507-1415-7455,702-886,대구광역시 북구 동천동 932-7 ,41430,"대구광역시 북구 대천로 76-1, 1층 (동천동)",128.5575534,35.93692608,깻잎소불고기샌드위치,매일 09:40 - 19:30 매주 일요일 휴무
핸즈커피복현점,카페,휴게음식점,07_24_05_P,2017-04-21,Y,053-941-3476,702-830,대구광역시 북구 복현동 376-26번지 ,41530,"대구광역시 북구 동북로65길 1, 1층 (복현동)",128.6255133,35.89140364,플레인와플,매일 10:00 - 23:00
세컨바닐라,카페,휴게음식점,07_24_05_P,2017-04-28,Y,0507-1420-5922,702-809,대구광역시 북구 노원동1가 222-3번지 ,41553,대구광역시 북구 침산남로 1 (노원동1가),128.5763676,35.88796428,상큼 레몬케이크,평일 09:00 - 17:00/토요일 11:00 - 17:00/일요일 휴무
카페인(in),카페,휴게음식점,07_24_05_P,2016-07-01,Y,053-601-1333,702-845,대구광역시 북구 산격동 1667 ,41518,"대구광역시 북구 유통단지로 60, 지하1층 B108호 (산격동, 섬유제품관)",128.6096519,35.90631631,,
몬드(MOND),카페,휴게음식점,07_24_05_P,2016-07-05,Y,0507-1395-6966,702-911,대구광역시 북구 학정동 368-14 ,41405,"대구광역시 북구 학정로 551-17, 1층 (학정동)",128.5645477,35.95408097,아메리카노,일요일 휴무
올가홀푸드롯데백화점대구역사점,카페,휴게음식점,07_24_05_P,2016-07-07,Y,053-660-3031,702-852,대구광역시 북구 칠성동2가 302-155번지 ,41581,"대구광역시 북구 태평로 161, 지하2층 (칠성동2가, 롯데백화점대구점)",128.5955651,35.87605699,,
구공카페,카페,휴게음식점,07_24_05_P,2016-07-11,Y,0507-1460-2490,702-894,대구광역시 북구 서변동 1787번지 ,41476,"대구광역시 북구 호국로 215, 1층 111호 (서변동, 대성골든프라자2차)",128.5988227,35.9208317,아메리카노,평일 08:00 - 22:00/일요일 09:00 - 21:00
놀숲대구동천본점,카페,휴게음식점,07_24_05_P,2016-07-15,Y,053-322-8864,702-886,대구광역시 북구 동천동 902-2번지 ,41423,"대구광역시 북구 동천로 127, 3층 301호 (동천동)",128.5605536,35.94309865,음료,11:00-24:00
공차삼성창조경제단지점,카페,휴게음식점,07_24_05_P,2017-05-30,Y,053-957-6789,702-859,대구광역시 북구 침산동 1757번지 ,41585,"대구광역시 북구 호암로 51, 파크몰B동 1층 7호 (침산동)",128.5937778,35.88384424,밀크티,10:30-23:00
구암동김양커피,카페,휴게음식점,07_24_05_P,2017-06-05,Y,,702-808,대구광역시 북구 구암동 687-7번지 ,41465,"대구광역시 북구 태암남로11길 32, 1층 (구암동)",128.5542939,35.92791071,,
파리엔테스,카페,휴게음식점,07_24_05_P,2017-06-05,Y,,702-885,대구광역시 북구 동천동 874-1번지 ,41431,"대구광역시 북구 동천로 5-21, 1층 (동천동)",128.5559283,35.93234477,,
(재)케이티그룹희망나눔재단북대구점,카페,휴게음식점,07_24_05_P,2017-06-08,Y,,702-073,대구광역시 북구 고성동3가 103 ,41596,"대구광역시 북구 고성로 141, 지하1층 (고성동3가)",128.5818756,35.88178823,,
별에서온커피,카페,휴게음식점,07_24_05_P,2017-06-09,Y,053-604-1117,702-845,대구광역시 북구 산격동 1621번지 ,41505,"대구광역시 북구 유통단지로 45, 1층 (산격동, 전자관 기타 502호)",128.6068164,35.90745872,아메리카노,매일 09:30 - 20:30
루트커피,카페,휴게음식점,07_24_05_P,2017-12-05,Y,053-955-5999,702-842,대구광역시 북구 산격동 1321-17 ,41544,"대구광역시 북구 대학로 107, 1층 (산격동)",128.6110224,35.89436174,커피,매일 10:00 - 24:00
카페0937,카페,휴게음식점,07_24_05_P,2018-10-04,Y,053-323-0937,702-807,대구광역시 북구 구암동 783-5번지 ,41424,"대구광역시 북구 동암로38길 29-49, 1층 (구암동)",128.5697437,35.94084436,"커피, 계절음료, 디저트류",09:00-18:00
더벤티금호점,카페,휴게음식점,07_24_05_P,2018-10-05,Y,,702-310,대구광역시 북구 사수동 824번지 ,41599,"대구광역시 북구 내곡로 32, 1층 103호 (사수동)",128.5098889,35.89846711,,
아소카페(Aso cafe),카페,휴게음식점,07_24_05_P,2018-12-26,Y,0507-1322-9371,702-828,대구광역시 북구 복현동 337-8번지 ,41529,"대구광역시 북구 복현로 3, 1층 (복현동)",128.6223331,35.89288433,아메리카노,매일 10:00 - 22:00
리틀냅,카페,휴게음식점,07_24_05_P,2019-01-03,Y,,702-912,대구광역시 북구 학정동 978번지 ,41417,"대구광역시 북구 학남로 14-1, 1,2층 (학정동)",128.5666477,35.948042,"커피, 디저트",
꿈꾸는슬라임하우스,카페,휴게음식점,07_24_05_P,2018-11-30,Y,,702-803,대구광역시 북구 관음동 1372-2번지 ,41447,"대구광역시 북구 구암로 59, 1층 117호 (관음동)",128.5473799,35.93346654,,
플랫헤이,카페,휴게음식점,07_24_05_P,2018-12-24,Y,,702-841,대구광역시 북구 산격동 1289-26번지 ,41535,"대구광역시 북구 대학로 153, 1층 (산격동)",128.6144476,35.8975637,,
골목카페,카페,휴게음식점,07_24_05_P,2018-12-24,Y,053-958-2635,702-040,대구광역시 북구 대현동 116-6번지 ,41569,"대구광역시 북구 경대로7길 43-25, 1층 (대현동)",128.6093498,35.88499467,,
레몬,카페,휴게음식점,07_24_05_P,2018-12-24,Y,053-942-6868,702-831,대구광역시 북구 복현동 427-1번지 ,41562,"대구광역시 북구 동북로 246, 1층 (복현동)",128.6177509,35.89501903,커피,매일 12:00 - 23:00
카페아리엘(Cafe Ariel),카페,휴게음식점,07_24_05_P,2016-05-12,Y,,702-877,대구광역시 북구 국우동 1097-1번지 ,41419,"대구광역시 북구 학남로17길 6, 1층 (국우동)",128.570274,35.94459372,"커피, 디저트",11:00-19:00
카페히스토리스탠드,카페,휴게음식점,07_24_05_P,2016-05-23,Y,,702-912,대구광역시 북구 학정동 964-1 ,41416,"대구광역시 북구 주좌길 11, 1층 (학정동)",128.5680581,35.94954163,"커피, 디저트",10:00-22:00
정글몬스터,카페,휴게음식점,07_24_05_P,2016-06-01,Y,053-327-3008,702-868,대구광역시 북구 태전동 971-19번지 ,41452,"대구광역시 북구 칠곡중앙대로71길 13-1, 지하1층 (태전동)",128.5459158,35.9273071,,
리프레쉬,카페,휴게음식점,07_24_05_P,2017-11-15,Y,053-353-2200,702-858,대구광역시 북구 침산동 521-13번지 ,41550,"대구광역시 북구 성북로 45, 4층 (침산동)",128.5884246,35.89168265,,
슈가블럭,카페,휴게음식점,07_24_05_P,2018-05-21,Y,070-7543-9746,702-850,대구광역시 북구 읍내동 987번지 ,41436,"대구광역시 북구 대천로7길 6-12, 1층 (읍내동)",128.553525,35.93811129,베이커리,
라망,카페,휴게음식점,07_24_05_P,2016-06-02,Y,,702-857,대구광역시 북구 침산동 385-10번지 ,41593,"대구광역시 북구 침산로21길 39, 1층 104호 (침산동, 침산태왕아너스로뎀)",128.5865073,35.88628105,,
메이플101커피,카페,휴게음식점,07_24_05_P,2016-06-03,Y,0507-1414-9293,702-040,대구광역시 북구 대현동 535번지 ,41575,"대구광역시 북구 대현남로6길 20, 1층 101호 (대현동, 대현엘에이치3단지상가동)",128.6087283,35.87986938,"라떼, 아메리카노",매일 09:30 - 23:00
디저트39,카페,휴게음식점,07_24_05_P,2016-06-03,Y,053-356-0390,702-857,대구광역시 북구 침산동 269-10번지 ,41559,"대구광역시 북구 침산로 153, 105동 1층 C15호 (침산동, 명성푸르지오)",128.5901796,35.88944568,"커피,베이커리","매일 10:00 - 22:00 금,토 23:00시까지 일요일 21:00까지"
잼잼박스,카페,휴게음식점,07_24_05_P,2016-06-08,Y,053-951-0202,702-842,대구광역시 북구 산격동 1327-20번지 ,41544,"대구광역시 북구 대학로23길 17-1, 2층 (산격동)",128.6100758,35.89413176,음료,11:00-23:00
모두의카페다다름,카페,휴게음식점,07_24_05_P,2016-06-13,Y,053-954-0908,702-844,대구광역시 북구 산격동 1416-49번지 ,41544,"대구광역시 북구 대학로 63, 4층 (산격동)",128.6075358,35.89184581,"커피, 음료 ",평일 10:00-23:00/주말 13:00-22:00
투썸플레이스대구운암지점,카페,휴게음식점,07_24_05_P,2016-06-16,Y,053-324-2232,702-805,대구광역시 북구 구암동 831-7번지 ,41472,"대구광역시 북구 구암로 232, 1,2,3층 (구암동)",128.5662616,35.93207754,"커피, 빙수, 케이크 등",08:00-23:00
그랜마오븐,카페,휴게음식점,07_24_05_P,2020-11-24,Y,053-326-5414,702-911,대구광역시 북구 학정동 351 ,41405,"대구광역시 북구 학정로109길 18, 1층 (학정동)",128.5644617,35.95276643,리얼바닐라빈라떼,일요일 12:00 - 21:10/월요일 휴무/화요일 휴무
리프컴퍼니(lief_company),카페,휴게음식점,07_24_05_P,2021-01-21,Y,,702-072,대구광역시 북구 고성동2가 8-3 ,41594,"대구광역시 북구 고성로 206-1, 3층 (고성동2가)",128.5881712,35.87977922,,
해피잇,카페,휴게음식점,07_24_05_P,2020-12-18,Y,0507-1372-4998,702-816,대구광역시 북구 노원동3가 874-8 ,41557,"대구광역시 북구 팔달로33길 40-2, 1층 (노원동3가)",128.5672014,35.89043201,마카롱,금요일 11:30 - 19:30 (소진시 마감)/토요일 11:30 - 19:30 (소진시 마감)/화요일 11:30 - 19:30 (소진시 마감)/수요일 11:30 - 19:30 (소진시 마감)/목요일 11:30 - 19:30 (소진시 마감)
공차대구매천점,카페,휴게음식점,07_24_05_P,2020-12-30,Y,0507-1484-3382,702-866,대구광역시 북구 태전동 1107 ,41471,"대구광역시 북구 학정로 38, 1층 (태전동)",128.5468703,35.91321355,블랙밀크티,매일 09:00 - 23:00
올제커피(Olze Coffee),카페,휴게음식점,07_24_05_P,2021-01-14,Y,0507-1394-3327,702-911,대구광역시 북구 학정동 332 ,41405,"대구광역시 북구 학정로109길 4, 1층 (학정동)",128.5651168,35.95355981,아메리카노,매일 10:00 - 22:00
투썸플레이스대구칠곡3지구점,카페,휴게음식점,07_24_05_P,2021-02-04,Y,0507-1494-3457,702-886,대구광역시 북구 동천동 954-1 ,41422,"대구광역시 북구 동암로12길 15, 1층 (동천동)",128.5569235,35.94361286,아메리카노,매일 08:00 - 01:00
히어위어(here we are)침산점,카페,휴게음식점,07_24_05_P,2021-01-25,Y,,702-855,대구광역시 북구 침산동 101-1 침산동 삼정 그린코아 ,41578,"대구광역시 북구 중앙대로 570, 103동 106호 (침산동, 침산동 삼정 그린코아)",128.5978635,35.88357791,"커피, 디저트",11:00-21:30
레프트뱅크,카페,휴게음식점,07_24_05_P,2021-01-13,Y,053-939-1211,702-842,대구광역시 북구 산격동 1308-4 ,41544,"대구광역시 북구 대학로23길 12-1, 1층 (산격동)",128.6104707,35.89462993,바닐라 딜라이트,평일 08:30 - 21:45/주말 08:30 - 18:45 
공커피(Gong Coffee),카페,휴게음식점,07_24_05_P,2021-01-26,Y,,702-800,대구광역시 북구 검단동 1266-22 ,41511,"대구광역시 북구 검단동로4길 10, 1층 (검단동)",128.6268083,35.9133462,아메리카노,
골목서재,카페,휴게음식점,07_24_05_P,2021-01-15,Y,0507-1383-6779,702-839,대구광역시 북구 산격동 1426-36 ,41537,"대구광역시 북구 대구체육관로11길 29-1, 1층 (산격동)",128.604308,35.89388149,"커피,와플",매일 10:00 - 23:00 
폴바셋롯데백화점대구점,카페,휴게음식점,07_24_05_P,2016-08-30,Y,053-660-2085,702-852,대구광역시 북구 칠성동2가 302-155번지 ,41581,"대구광역시 북구 태평로 161, 지하2층 (칠성동2가, 롯데백화점대구점)",128.5955651,35.87605699,소잘 고구마 라떼,평일 10:30 - 20:00/주말 10:30 - 20:30
카페얼바인,카페,휴게음식점,07_24_05_P,2016-09-06,Y,070-7807-1664,702-864,대구광역시 북구 태전동 238-5번지 ,41457,"대구광역시 북구 칠곡중앙대로63길 9-11, 1층 (태전동)",128.5457502,35.92346388,아메리카노,매일 09:30 - 22:00 일요일 정기휴무
공간,카페,휴게음식점,07_24_05_P,2017-07-07,Y,053-357-1800,702-072,대구광역시 북구 고성동2가 18번지 ,41594,"대구광역시 북구 고성로 198, 1층 (고성동2가)",128.5873605,35.87994412,,
몬스터커피,카페,휴게음식점,07_24_05_P,2017-07-12,Y,053-219-1380,702-868,대구광역시 북구 태전동 964-7번지 ,41452,"대구광역시 북구 영송로 24, 1층 (태전동)",128.544553,35.92743972,바닐라라떼,평일 08:00 - 21:00/토요일 09:00 - 19:00/일요일 09:00 - 19:00
칼디커피,카페,휴게음식점,07_24_05_P,2007-08-03,Y,,702-885,대구광역시 북구 동천동 896-4번지 108호 ,41423,"대구광역시 북구 학정로 431 (동천동,108호)",128.5632519,35.94334198,"커피, 디저트",10:00-23:30
다빈치커피숍,카페,휴게음식점,07_24_05_P,2006-07-26,Y,,702-845,대구광역시 북구 산격동 1668번지 ,41518,대구광역시 북구 유통단지로14길 22 (산격동),128.6103841,35.90528982,,
flapper(플래퍼),카페,휴게음식점,07_24_05_P,2018-05-28,Y,053-311-1754,702-850,대구광역시 북구 읍내동 1070번지 ,41436,"대구광역시 북구 대천로 39, 1층 (읍내동)",128.5534952,35.93765552,얼그레이밀크티,평일 10:00 - 23:00 월요일 휴무/주말 11:00 - 23:00
포핸즈,카페,휴게음식점,07_24_05_P,2018-05-28,N,,702-840,대구광역시 북구 산격동 1275-13번지 ,41536,"대구광역시 북구 대동로 50, 1층 (산격동)",128.611942,35.89627747,,
구름나무,카페,휴게음식점,07_24_05_P,2017-05-10,Y,,702-802,대구광역시 북구 관음동 458번지 ,41444,"대구광역시 북구 칠곡중앙대로99길 45-26, 1층 105호 (관음동)",128.5455714,35.94023047,,
이디야커피대구대현점,카페,휴게음식점,07_24_05_P,2016-08-26,Y,053-939-8200,702-040,대구광역시 북구 대현동 227-11번지 ,41568,"대구광역시 북구 대현로 61-1, 1,2층 (대현동)",128.6063918,35.88410547,"커피, 음료",09:00-22:30
카페봄봄매천점,카페,휴게음식점,07_24_05_P,2017-05-18,Y,053-313-1399,702-866,대구광역시 북구 태전동 1109번지 ,41471,"대구광역시 북구 학정로 42, 1층 102호 (태전동)",128.547442,35.91323231,아메리카노,
캐틀앤비대구점,카페,휴게음식점,07_24_05_P,2016-09-09,Y,053-660-3970,702-852,대구광역시 북구 칠성동2가 302-155번지 ,41581,"대구광역시 북구 태평로 161, 5층 (칠성동2가, 대구민자역사)",128.5955651,35.87605699,프리미엄 로얄 밀크티,금요일 10:30 - 20:30/평일 10:30 - 20:00/주말 10:30 - 20:30
몬스터커피금호점,카페,휴게음식점,07_24_05_P,2016-09-12,Y,053-311-9856,702-310,대구광역시 북구 사수동 825번지 ,41599,"대구광역시 북구 내곡로 30, 1층 101,102호 (사수동)",128.5098819,35.8983131,바닐라라떼,매일 08:30 - 22:00
카페봄봄,카페,휴게음식점,07_24_05_P,2016-09-29,Y,053-311-7998,702-310,대구광역시 북구 사수동 855번지 ,41599,"대구광역시 북구 한강로 20, 1층 105호 (사수동)",128.5116527,35.896744,아메리카노,매일 09:00 - 20:00 매달 마지막 주 월요일 정기휴일
커피파리스,카페,휴게음식점,07_24_05_P,2016-10-04,Y,053-313-3134,702-865,대구광역시 북구 태전동 686-7번지 ,41468,"대구광역시 북구 학정로 5, 1층 (태전동)",128.5433359,35.91373655,내가그린크림그린티라떼,매일 09:00 - 22:00
코코반대현점,카페,휴게음식점,07_24_05_P,2016-10-05,Y,053-939-9398,702-040,대구광역시 북구 대현동 281-14번지 ,41570,"대구광역시 북구 대현남로6길 25, 다동 1층 (대현동)",128.6098656,35.88053874,"커피,마르게리타",
감성커피팔거역점,카페,휴게음식점,07_24_05_P,2018-12-31,Y,053-313-7333,702-886,대구광역시 북구 동천동 953-2 ,41422,"대구광역시 북구 동천로23길 30-21, 1층 101호 (동천동)",128.5573757,35.94388094,더블돌체라떼,매일 09:00 - 19:00
비쥬카페,카페,휴게음식점,07_24_05_P,2018-11-09,Y,,702-912,대구광역시 북구 학정동 974-5번지 ,41417,"대구광역시 북구 학남로 22, 2층 (학정동)",128.5672166,35.94824391,,10:00-22:00
티앤오T.N.O,카페,휴게음식점,07_24_05_P,2021-01-12,Y,053-357-8761,702-859,대구광역시 북구 침산동 1761 침산화성파크드림 ,41560,"대구광역시 북구 성북로 70, 상가1008동 109호 (침산동, 침산화성파크드림)",128.5924775,35.89138178,커피,토요일 08:00 - 20:00 일요일 휴무
사랑,카페,휴게음식점,07_24_05_P,2020-12-07,Y,0507-1476-4444,702-816,대구광역시 북구 노원동3가 871-11 ,41557,"대구광역시 북구 팔달로33길 34-4, 2층 (노원동3가)",128.5673971,35.89023923,,매일 10:00 - 22:00
달담커피,카페,휴게음식점,07_24_05_P,2020-12-22,Y,0507-1468-0977,702-853,대구광역시 북구 칠성동2가 378-26 ,41586,대구광역시 북구 호암로 30 (칠성동2가),128.5939072,35.88232599,아메리카노,매일 09:00 - 23:00
핸즈커피인터불고엑스코점,카페,휴게음식점,07_24_05_P,2020-12-17,Y,0507-1321-0204,702-845,대구광역시 북구 산격동 1674 ,41515,"대구광역시 북구 유통단지로 80, 1층 (산격동)",128.6112887,35.90709762,플레인와플,평일 08:00 - 21:00/주말 08:00 - 22:00
카페꽃이피다침산점,카페,휴게음식점,07_24_05_P,2020-12-03,Y,053-354-0617,702-858,대구광역시 북구 침산동 341-4 ,41559,"대구광역시 북구 침산로 173, 1층 109호 (침산동)",128.5896578,35.89151079,커피,매일 08:00 - 21:00
피상리,카페,휴게음식점,07_24_05_P,2020-12-02,Y,053-213-3210,702-130,대구광역시 북구 연경동 1028-1 ,41409,"대구광역시 북구 연경중앙로8길 3-7, 1층 (연경동)",128.6190218,35.94459872,크럼블라떼,매일 10:30 - 20:00/일요일 10:30 - 19:30/월요일 휴무/화요일 휴무
헤세드,카페,휴게음식점,07_24_05_P,2021-01-04,Y,053-323-0153,702-802,대구광역시 북구 관음동 1257-20 ,41440,"대구광역시 북구 관음중앙로 117, 1층 (관음동)",128.5451795,35.94430921,아메리카노,
탐앤탐스(TOM N TOMS)강북마루점,카페,제과점영업>카페,07_22_18_P,2020-05-27,Y,053-325-3019,702-848,대구광역시 북구 읍내동 304-4번지 ,41400,"대구광역시 북구 칠곡중앙대로125길 8, 1,2층 (읍내동)",128.5525669,35.95170826,꼰대라떼,매일 10:00 - 23:00
탐앤탐스(TOM N TOMS)대구강북점,카페,제과점영업>카페,07_22_18_P,2020-06-25,Y,0507-1402-1828,702-865,대구광역시 북구 태전동 421-7 ,41462,"대구광역시 북구 칠곡중앙대로 326, 1,2,3층 (태전동)",128.5475066,35.92469491,꼰대라떼,매일 10:00 - 23:00
아이엠,카페,제과점영업>카페,07_22_18_P,2012-07-31,Y,053-383-8631,702-845,대구광역시 북구 산격동 1736번지 ,41516,대구광역시 북구 유통단지로8길 108-9 (산격동),128.6163097,35.9067469,아메리카노,평일 07:30 - 19:00/토요일 10:00 - 19:00
탐앤탐스(TOM N TOMS)대구강북점,카페,제과점영업>카페,07_22_18_P,2020-06-25,Y,0507-1402-1828,702-865,대구광역시 북구 태전동 421-7 ,41462,"대구광역시 북구 칠곡중앙대로 326, 1,2,3층 (태전동)",128.5475066,35.92469491,꼰대라떼,매일 10:00 - 23:00
대일,카페,휴게음식점,07_24_05_P,2000-11-15,Y,053-941-2587,702-040,대구광역시 북구 대현동 417-1 ,41571,대구광역시 북구 대현로 64 (대현동),128.6062851,35.88357027,커피,
언덕다방,카페,휴게음식점,07_24_05_P,2013-01-29,Y,053-941-4094,702-843,대구광역시 북구 산격동 1498-3번지 지하1층 ,41543,"대구광역시 북구 대구체육관로 32, 지하1층 (산격동)",128.6030429,35.89205421,,
풍년다방,카페,휴게음식점,07_24_05_P,2001-09-07,Y,053-359-1355,702-812,대구광역시 북구 노원동2가 289-1 ,41558,대구광역시 북구 오봉로1길 51 (노원동2가),128.5733378,35.88904412,,
새목련다방,카페,휴게음식점,07_24_05_P,2001-09-26,Y,053-351-2653,702-816,대구광역시 북구 노원동3가 687번지 ,41499,대구광역시 북구 팔달로 109 (노원동3가),128.56201,35.89055589,,
나드리커피숍,카페,휴게음식점,07_24_05_P,2001-10-18,Y,053-952-2211,702-832,대구광역시 북구 복현동 479-1번지 ,41564,대구광역시 북구 동북로 284 (복현동),128.6208599,35.8927267,,
유림다방,카페,휴게음식점,07_24_05_P,2001-11-07,Y,053-351-6175,702-859,대구광역시 북구 침산동 1259-5번지 ,41552,대구광역시 북구 오봉로 86 (침산동),128.5783708,35.89516738,,
신도다방,카페,휴게음식점,07_24_05_P,1996-07-15,Y,,702-040,대구광역시 북구 대현동 321-39번지 ,41576,대구광역시 북구 신암로 지하 55 (대현동),128.6065568,35.87761271,,
우송다방,카페,휴게음식점,07_24_05_P,1997-12-23,Y,,702-847,대구광역시 북구 읍내동 800-14번지 ,41433,대구광역시 북구 칠곡중앙대로 566 (읍내동),128.5514119,35.94599115,,
무림다방,카페,휴게음식점,07_24_05_P,1997-06-09,Y,053-352-9416,702-858,대구광역시 북구 침산동 616-4번지 ,41548,대구광역시 북구 침산로 236 (침산동),128.5894836,35.89716856,,
명성다방,카페,휴게음식점,07_24_05_P,1999-06-22,Y,,702-811,대구광역시 북구 노원동2가 111-3번지 ,41556,대구광역시 북구 팔달로37길 130 (노원동2가),128.5727543,35.89422405,,
황실다방,카페,휴게음식점,07_24_05_P,1999-06-26,Y,,702-816,대구광역시 북구 노원동3가 738번지 ,41557,대구광역시 북구 팔달로 131 (노원동3가),128.5644831,35.88963111,,
대화다방,카페,휴게음식점,07_24_05_P,2004-07-06,Y,,702-811,대구광역시 북구 노원동2가 96-4번지 ,41556,대구광역시 북구 팔달로41길 115 (노원동2가),128.5743418,35.89324461,,
본전다방,카페,휴게음식점,07_24_05_P,1999-03-30,Y,,702-801,대구광역시 북구 검단동 502-6번지 ,41503,대구광역시 북구 검단공단로 99-1 (검단동),128.6133952,35.91391074,,
물레다방,카페,휴게음식점,07_24_05_P,1999-05-11,Y,,702-865,대구광역시 북구 태전동 496-9번지 ,41468,대구광역시 북구 칠곡중앙대로 221 (태전동),128.5481246,35.91574933,,
선다방,카페,휴게음식점,07_24_05_P,2000-08-28,Y,053-958-0044,702-840,대구광역시 북구 산격동 1279-7 ,41536,대구광역시 북구 대학로 131 (산격동),128.6127644,35.89592652,,
수다방,카페,휴게음식점,07_24_05_P,2000-08-29,Y,053-941-3452,702-841,대구광역시 북구 산격동 1235-23번지 ,41535,대구광역시 북구 산격로 98 (산격동),128.6073871,35.898541,,
불티다방,카페,휴게음식점,07_24_05_P,2000-03-15,Y,053-358-5451,702-810,대구광역시 북구 노원동1가 22-5 ,41552,"대구광역시 북구 침산남로7길 51-1, 1층 (노원동1가)",128.5784079,35.89298523,,
한영다방,카페,휴게음식점,07_24_05_P,1997-05-29,Y,053-354-2641,702-816,대구광역시 북구 노원동3가 712-2번지 (1층) ,41499,"대구광역시 북구 노원로1길 12, 1층 (노원동3가)",128.5626992,35.89132227,비알콜 음료,
무림다방,카페,휴게음식점,07_24_05_P,1997-06-09,Y,053-352-9416,702-858,대구광역시 북구 침산동 616-4번지 ,41548,대구광역시 북구 침산로 236 (침산동),128.5894836,35.89716856,,
명성다방,카페,휴게음식점,07_24_05_P,1999-06-22,Y,,702-811,대구광역시 북구 노원동2가 111-3번지 ,41556,대구광역시 북구 팔달로37길 130 (노원동2가),128.5727543,35.89422405,,
황실다방,카페,휴게음식점,07_24_05_P,1999-06-26,Y,053-355-1558,702-816,대구광역시 북구 노원동3가 738번지 ,41557,대구광역시 북구 팔달로 131 (노원동3가),128.5644831,35.88963111,,
대화다방,카페,휴게음식점,07_24_05_P,2004-07-06,Y,,702-811,대구광역시 북구 노원동2가 96-4번지 ,41556,대구광역시 북구 팔달로41길 115 (노원동2가),128.5743418,35.89324461,,
본전다방,카페,휴게음식점,07_24_05_P,1999-03-30,Y,,702-801,대구광역시 북구 검단동 502-6번지 ,41503,대구광역시 북구 검단공단로 99-1 (검단동),128.6133952,35.91391074,,
물레다방,카페,휴게음식점,07_24_05_P,1999-05-11,Y,,702-865,대구광역시 북구 태전동 496-9번지 ,41468,대구광역시 북구 칠곡중앙대로 221 (태전동),128.5481246,35.91574933,,
선다방,카페,휴게음식점,07_24_05_P,2000-08-28,Y,053-958-0044,702-840,대구광역시 북구 산격동 1279-7 ,41536,대구광역시 북구 대학로 131 (산격동),128.6127644,35.89592652,,
수다방,카페,휴게음식점,07_24_05_P,2000-08-29,Y,053-941-3452,702-841,대구광역시 북구 산격동 1235-23번지 ,41535,대구광역시 북구 산격로 98 (산격동),128.6073871,35.898541,,
불티다방,카페,휴게음식점,07_24_05_P,2000-03-15,Y,053-358-5451,702-810,대구광역시 북구 노원동1가 22-5 ,41552,"대구광역시 북구 침산남로7길 51-1, 1층 (노원동1가)",128.5784079,35.89298523,,
모임다방,카페,휴게음식점,07_24_05_P,2004-10-18,Y,,702-815,대구광역시 북구 노원동3가 58-46번지 ,41495,대구광역시 북구 3공단로 189 (노원동3가),128.5716461,35.9004915,,
청자다방,카페,휴게음식점,07_24_05_P,1994-11-18,Y,053-353-3141,702-816,대구광역시 북구 노원동3가 765-8번지 ,41557,대구광역시 북구 팔달로 157 (노원동3가),128.5673285,35.88914199,,
토토커피숍,카페,휴게음식점,07_24_05_P,2001-03-15,Y,,702-866,대구광역시 북구 태전동 993-9번지 ,41460,대구광역시 북구 칠곡중앙대로 400 (태전동),128.5485503,35.93132088,,
미도다방,카페,휴게음식점,07_24_05_P,2000-12-01,Y,053-943-1815,702-040,대구광역시 북구 대현동 403-1번지 ,41571,대구광역시 북구 대현로 74 (대현동),128.6071495,35.88321257,,
아젤리아커피숍,카페,휴게음식점,07_24_05_P,2000-12-06,Y,053-423-5715,702-852,대구광역시 북구 칠성동2가 302-123 ,41581,대구광역시 북구 칠성남로30길 6-9 (칠성동2가),128.5953029,35.87698054,,
국제다방,카페,휴게음식점,07_24_05_P,2001-03-16,Y,053-354-3711,702-859,대구광역시 북구 침산동 1430-6 ,41551,"대구광역시 북구 침산남로13길 64, 1층 (침산동)",128.5808347,35.89357807,,
하나다방,카페,휴게음식점,07_24_05_P,2001-03-29,Y,,702-812,대구광역시 북구 노원동2가 339-2번지 ,41558,"대구광역시 북구 팔달로35길 32, 지하1층 (노원동2가)",128.5700447,35.89006577,,
달리는다방,카페,휴게음식점,07_24_05_P,2001-04-24,Y,,702-814,대구광역시 북구 노원동3가 185-2 ,41495,"대구광역시 북구 노원로25길 17, 1층 (노원동3가)",128.5734049,35.89832167,,
지하철커피숍,카페,휴게음식점,07_24_05_P,2001-07-16,Y,,702-061,대구광역시 북구 칠성동1가 148-2번지 ,41583,대구광역시 북구 칠성남로 232 (칠성동1가),128.6055774,35.87578649,,
가을과소나무,카페,휴게음식점,07_24_05_P,2001-06-08,Y,,702-081,대구광역시 북구 노원동1가 359번지 ,41589,대구광역시 북구 원대로 91 (노원동1가),128.5817751,35.88574864,,
