,사업장명,카페이름,,,,,,,,
2463,성내2동 백금당 종로점,백금당 종로점,,,,,,,,
2464,성내3동 이씨씨커피,이씨씨커피,,,,,,,,
2465,성내3동 코그커피,코그커피,,,,,,,,
2466,남산2동 매스커피 반월당점,매스커피 반월당점,,,,,,,,
2467,남산1동 메이커피,MAYCOFFEE,,,,,,,,
2468,남산3동 투썸플레이스 대구남산점,투썸플레이스 대구남산점,,,,,,,,
2469,남산1동 아나바커피,아나바커피,,,,,,,,
2470,성내1동 더기커피,더기커피,,,,,,,,
2471,성내1동 타르타르 대구동성로점,타르타르 대구동성로점,,,,,,,,
2472,성내3동 커피뉴,뉴마왕핫도그 & 르르르 커피,,,,,,,,
2473,남산2동 노스폴,노스폴,,,,,,,,
2474,성내2동 메가MGC커피 동성로점,메가MGC커피 대구동성로점,,,,,,,,
2475,성내1동 이디야커피 대구동성로점,이디야커피 동성로점,,,,,,,,
2476,성내1동 슬로우터틀 중앙로점,슬로우터틀 중앙대로점,,,,,,,,
2477,성내2동 블루샥 동성로점,블루샥 대구 동성로점,,,,,,,,
2478,성내2동 파스쿠찌 대구중앙로점,파스쿠찌 대구중앙로점,,,,,,,,
2479,남산1동 둥블랑,카페둥블랑,,,,,,,,
2480,남산1동 댕댕 브라우니,댕댕 브라우니,,,,,,,,
2481,남산2동 모리스커피,모리스커피,,,,,,,,
2482,성내2동 스테드,스테드,,,,,,,,
2483,남산2동 겸카롱,겸카롱,,,,,,,,
2484,성내2동 너에게간다,너에게 간다,,,,,,,,
2485,성내3동 맨션5,맨션5,,,,,,,,
2486,성내2동 웨스트110,WEST110,,,,,,,,
2487,성내2동 랩디 본점,랩디 본점,,,,,,,,
2488,성내2동 엘티알커피,엘티알커피,,,,,,,,
2489,남산2동 미도다방,미도다방,,,,,,,,
2490,남산2동 커피인구,커피인구,,,,,,,,
2491,비산4동 커피 제5지구,커피 제5지구,,,,,,,,
2492,대신동 애플,애플,,,,,,,,
2493,내당2동 조금남다른커피,조금남다른커피,,,,,,,,
2494,비산4동 마시그래이 서문시장점,마시그래이 서문시장점,,,,,,,,
2495,대신동 핸즈커피 서문2지구점,핸즈커피 서문2지구점,,,,,,,,
2496,성내3동 카페봄봄 서문시장점,카페봄봄 서문시장점,,,,,,,,
2497,내당2동 킹콩커피,킹콩커피,,,,,,,,
2498,비산4동 몬스터커피 서문시장점,몬스터커피 서문시장점,,,,,,,,
2499,대신동 더안카페,더안,,,,,,,,
2500,내당3동 스타지오네,스타지오네,,,,,,,,
2501,비산4동 서문다방,서문다방,,,,,,,,
2502,대신동 분홍커피,분홍커피,,,,,,,,
2503,성내2동 파스쿠찌 대구태평메가타워점,파스쿠찌 태평메가타워점,,,,,,,,
2504,성내2동 위시카페,위시카페,,,,,,,,
2505,성내2동 박물관이야기,박물관이야기,,,,,,,,
